"company_name","email","source_url","category","search_query","timestamp"
"Contact Us","officeemailbaggage_pus@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailsqcns.ops@swissport.com.auaddresscairns","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemailcai_reservations@singaporeair.com.sg","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailmaa_baggage@singaporeair.com.sgoperating","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailbaggagetracing@planebiz.co.nztelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemailksa_reservations@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemaildrw.baggage@menziesaviation.comaddressdarwin","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailsqdel_baggage@singaporeair.com.sgoperating","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemaildps_bagops@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailbaggage-tracing@fraport.deopening","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","reservationshan_cgosales@singaporeair.com","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us",".sgoperationshan_cgoops@singaporeair.com.sgoperating","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addresssgn_cgosales@singaporeair.com.sgoperations","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addresssgn_cgoops@singaporeair.com.sgsales","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addresslostandfoundtsn@viags.vntelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailsatshk_lostandfound@satshk.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailcbsiah@hallmark-aviation.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailhyd_traffic@singaporeair.com.sgoperating","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemailisb_reservations@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailistll@havas.nettelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailist_cgosales@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailsqll@ptjas.co.idtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemaillostpropertyjnb@nascolossal.co.zatelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemailkhi_reservations@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addresssq.ukraine@aviareps.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailcok_baggage@singaporeair.com.sgoperating","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailccu_baggage@singaporeair.com.sgoperating","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","emailbaggageservices@pos.com.my","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemailkwi_reservations@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemaillhe_reservations@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addresssingaporeairlines@tal-aviation.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","queriessquk_salesops@singaporeair.com.sg","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","lhr.bagfacs@dnata.co.ukaddressdnata","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","ggsqc@gatwickgroundservices.comaddressexcess","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailbaggageservice@hallmark-aviation.com","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","lax_baggage@singaporeair.com.sg","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemailmle_queries@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","airportgsd_mle@singaporeair.com.sgmobile","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemailbah_reservations@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailadmin1@globalbaggage.co.ukaddressglobal","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailsq.agencysales@currimjee.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemaillostfound.kno@ptjas.co.id","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","programmeemailhighflyer_support@singaporeair.com.sgoperating","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailbom_baggage@singaporeair.com.sgoperating","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailmuc_baggage@singaporeair.com.sglufthansa","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemailmct_reservations@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","flightsjfk_lostnfound@singaporeair.com.sgemail","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","flightsewr_baggage@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addresssia@asianaviation.cotelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","mailtest@test.tsohrid","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addresssingaporeair@talaviation.rstelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","emaillostandfound.cdg1@dirby.frlost","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","emailbaggageservices.pen@pos.com.my","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailpnhllxh@cambodia-airports.aerotelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailhktll@aotga.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailphuket_airport@singaporeair.com.sgoperating","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addressams_passengerservices@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailfco.handling.bag@aviapartner.aerotelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailsfoll_sq@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemailsingaporeair.brazil@aviareps.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailbaggageservice@hallmark-aviation.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailsea_baggage@singaporeair.com","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailbaggage_icn@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailpvgmut2@126.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailyaca_baggage@sai-airport.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addresssales@talaviation.bgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicesemailtw_reservations@singaporeair.com.sgtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailtpellcibox@email.china-airlines.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addressinfo@open-sky.co.iltelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","addresssia.poland@aviareps.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","servicessingaporeairlines@tal-aviation.comsingaporeairlines","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","officeemailzrh.lostbag@swissport.comtelephone","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Contact Us","public_affairs@singaporeair.com.sg","https://www.singaporeair.com/en_UK/sg/contact-us/","Airlines","airlines Singapore contact","2025-07-18T09:11:47.223Z"
"Get Help - Everything Else",,"https://www.singaporeair.com/get-help/others","Airlines","airlines Singapore contact","2025-07-18T09:11:52.410Z"
"JAL Group Offices and Contact us in SINGAPORE",,"https://www.jal.co.jp/en/information/branch/sr/sg/","Airlines","airlines Singapore contact","2025-07-18T09:11:55.171Z"
"Contact Us","contact.us@jewelchangiairport.com","https://www.changiairport.com/en/help/contact-us.html","Airlines","airlines Singapore contact","2025-07-18T09:11:57.601Z"
"Contact Us","hubandspoke@changiairport.com","https://www.changiairport.com/en/help/contact-us.html","Airlines","airlines Singapore contact","2025-07-18T09:11:57.601Z"
"Contact numbers",,"https://www.jetstar.com/sg/en/help/contact-numbers","Airlines","airlines Singapore contact","2025-07-18T09:12:00.149Z"
"Contact Us  Scoot",,"https://www.flyscoot.com/en/support/contact-us","Airlines","airlines Singapore contact","2025-07-18T09:12:02.875Z"
"Contact Singapore Airlines Customer Service","sqflightinfo@flightinfo.singaporeair.com","https://singapore-airlines.pissedconsumer.com/customer-service.html","Airlines","airlines Singapore contact","2025-07-18T09:12:05.197Z"
"Contact Singapore Airlines Customer Service","highflyer_support@singaporeair.com.sg","https://singapore-airlines.pissedconsumer.com/customer-service.html","Airlines","airlines Singapore contact","2025-07-18T09:12:05.197Z"
"Phone Numbers  Contact Details  Air New Zealand","resasia@airnz.co.nz","https://www.airnewzealand.com.sg/phone-numbers","Airlines","airlines Singapore contact","2025-07-18T09:12:08.347Z"
"Phone Numbers  Contact Details  Air New Zealand","airnz@discovertheworld.com.mx","https://www.airnewzealand.com.sg/phone-numbers","Airlines","airlines Singapore contact","2025-07-18T09:12:08.347Z"
"Phone Numbers  Contact Details  Air New Zealand","rarotongatravelcentre@airnz.co.nz","https://www.airnewzealand.com.sg/phone-numbers","Airlines","airlines Singapore contact","2025-07-18T09:12:08.347Z"
"Phone Numbers  Contact Details  Air New Zealand","airnzfiji@airnz.co.nz","https://www.airnewzealand.com.sg/phone-numbers","Airlines","airlines Singapore contact","2025-07-18T09:12:08.347Z"
"Phone Numbers  Contact Details  Air New Zealand","info@pelenistravel.com","https://www.airnewzealand.com.sg/phone-numbers","Airlines","airlines Singapore contact","2025-07-18T09:12:08.347Z"
"Phone Numbers  Contact Details  Air New Zealand","airnzsamoa@airnz.co.nz","https://www.airnewzealand.com.sg/phone-numbers","Airlines","airlines Singapore contact","2025-07-18T09:12:08.347Z"
"Phone Numbers  Contact Details  Air New Zealand","airnztahiti@airnz.co.nz","https://www.airnewzealand.com.sg/phone-numbers","Airlines","airlines Singapore contact","2025-07-18T09:12:08.347Z"
"Phone Numbers  Contact Details  Air New Zealand","info@travelcentre.to","https://www.airnewzealand.com.sg/phone-numbers","Airlines","airlines Singapore contact","2025-07-18T09:12:08.347Z"
"How Can I Talk To Someone at Singapore Airlines",,"https://amtrakoig.gov/sites/default/files/webform/foia_form/_sid_/19%20Ways%20to%20Contact%20How%20Can%20I%20Talk%20To%20Someone%20at%20Singapore%20Airlines%20Detailed%20Guide.pdf","Airlines","airlines Singapore contact","2025-07-18T09:12:23.524Z"
"Airline Information - Singapore",,"https://www.changiairport.com/en/fly/airline-information.html","Airlines","airlines Singapore contact","2025-07-18T09:12:25.865Z"
"International Reservation Numbers",,"https://www.united.com/en/us/fly/help/international-reservations-contact-information.html","Airlines","airlines Singapore contact","2025-07-18T09:12:28.195Z"
"12 Ways To Connect at Singapore Airlines Customer",,"https://www.sweetprocess.com/kb/57AbuE0BvESAwr/article/ZQ4vf6fWrrp/12-ways-to-connect-at-singapore-airlines-customer-service-via-email-phone-or-live-chat-with-complete-guide/","Airlines","airlines Singapore contact","2025-07-18T09:12:33.720Z"
"Vietnam Airlines Branch Offices",,"https://www.vietnamairlines.com/us/en/support/vietnam-branches","Airlines","airlines Singapore contact","2025-07-18T09:13:21.752Z"
"Singapore Airlines Singapore Office Address","public_affairs@singaporeair.com.sg","https://airlineofficedetails.com/singapore-airlines-office-in-singapore/","Airlines","airlines Singapore contact","2025-07-18T09:13:21.752Z"
"Contact the KLM Customer Contact Centre - KLM Singapore",,"https://www.klm.sg/contact","Airlines","airlines Singapore contact","2025-07-18T09:13:30.449Z"
"Our Subsidiaries",,"https://www.singaporeair.com/en_UK/sg/flying-withus/our-story/our-subsidiaries/","Airlines","Singapore airlines companies","2025-07-18T09:13:34.739Z"
"Partners and Benefits  Singapore Airlines",,"https://www.singaporeair.com/en_UK/sg/plan-travel/partner-airlines/","Airlines","Singapore airlines companies","2025-07-18T09:13:36.911Z"
"Singapore Airlines Group",,"https://centreforaviation.com/data/profiles/airline-groups/singapore-airlines-group","Airlines","Singapore airlines companies","2025-07-18T09:13:40.189Z"
"About Us  Corporate Information",,"https://www.singaporeair.com/en_UK/sg/about-us/","Airlines","Singapore airlines companies","2025-07-18T09:13:42.358Z"
"Singapore Air Operators","csc@changiairport.com","https://www.caas.gov.sg/operations-safety/air-operations/singapore-air-operators","Airlines","Singapore airlines companies","2025-07-18T09:13:44.684Z"
"Singapore Air Operators","seletar.airside@changiairport.com","https://www.caas.gov.sg/operations-safety/air-operations/singapore-air-operators","Airlines","Singapore airlines companies","2025-07-18T09:13:44.684Z"
"Our Fleet",,"https://www.singaporeair.com/en_UK/sg/flying-withus/our-story/our-fleet/","Airlines","Singapore airlines companies","2025-07-18T09:13:46.887Z"
"How Many Airlines Are Registered In Singapore",,"https://simpleflying.com/how-many-airlines-are-registered-in-singapore/","Airlines","Singapore airlines companies","2025-07-18T09:13:50.934Z"
"Singapore Airlines Ltd","investor_relations@singaporeair.com.sg","https://links.sgx.com/1.0.0/corporate-information/2128","Airlines","Singapore airlines companies","2025-07-18T09:13:53.201Z"
"List of International  Domestic Airlines - Singapore",,"https://www.wego.com.sg/airlines","Airlines","Singapore airlines companies","2025-07-18T09:13:55.678Z"
"Singapore Airlines Ltd Company Profile - GlobalData",,"https://www.globaldata.com/company-profile/singapore-airlines-ltd/","Airlines","Singapore airlines companies","2025-07-18T09:13:58.823Z"
"Singapore Airlines",,"https://www.nlb.gov.sg/main/article-detail?cmsuuid=92e3c6a0-7caf-4f7d-bb53-bce412781cb5","Airlines","Singapore airlines companies","2025-07-18T09:14:02.104Z"
"Corporate",,"https://www.singaporeair.com/en_UK/sg/corporate/","Airlines","Singapore airlines companies","2025-07-18T09:14:04.376Z"
"Singapore Airlines  Company Overview  News",,"https://www.forbes.com/companies/singapore-airlines/","Airlines","Singapore airlines companies","2025-07-18T09:14:07.731Z"
"List of airline in Singapore",,"https://www.fastbase.com/countryindex/singapore/a/airline","Airlines","Singapore airlines companies","2025-07-18T09:14:11.218Z"
"Top Airline Companies in Singapore",,"https://ensun.io/search/airline/singapore","Airlines","Singapore airlines companies","2025-07-18T09:14:19.704Z"
"SIA ranked top airline clinches 28th overall spot in",,"https://www.straitstimes.com/singapore/sia-ranked-top-airline-28th-overall-spot-in-fortunes-list-of-worlds-most-admired-companies","Airlines","Singapore airlines companies","2025-07-18T09:14:22.161Z"
"Singapore Airlines is top airline in Fortune most admired",,"https://sg.news.yahoo.com/live/singapore-airlines-is-top-airline-in-fortune-most-admired-companies-list-which-is-the-most-annoying-chinese-new-year-greeting-live-news-020258625.html","Airlines","Singapore airlines companies","2025-07-18T09:14:24.932Z"
"Singapore Airlines",,"https://www.iata.org/en/about/members/airline-list/singapore-airlines/177/","Airlines","Singapore airlines companies","2025-07-18T09:14:27.053Z"
"10 Aerospace Companies in Singapore to Know",,"https://builtinsingapore.com/articles/aerospace-companies-in-singapore","Airlines","aviation companies Singapore","2025-07-18T09:14:31.317Z"
"Aviation and Aerospace industry - Singapore",,"https://www.moe.gov.sg/sgis/sponsoring-organisations/industries/aviation-and-aerospace","Airlines","aviation companies Singapore","2025-07-18T09:14:33.686Z"
"Civil Aviation Authority of Singapore CAAS",,"https://www.caas.gov.sg/docs/default-source/pdf/list-of-sar-145-organisations_04may20204bbbbf73101b40d09f960ed3f92c478a.pdf","Airlines","aviation companies Singapore","2025-07-18T09:14:36.276Z"
"Top Airlines and aviation companies in Singapore",,"https://www.lusha.com/company-search/airlines-and-aviation/a28cb76183/singapore/43/","Airlines","aviation companies Singapore","2025-07-18T09:14:39.662Z"
"Leading Aerospace Hub  EDB Singapore",,"https://www.edb.gov.sg/en/our-industries/aerospace.html","Airlines","aviation companies Singapore","2025-07-18T09:14:41.915Z"
"SIA Engineering Company Home",,"https://www.siaec.com.sg/","Airlines","aviation companies Singapore","2025-07-18T09:14:44.839Z"
"Singapore Aviation Industry Directory",,"https://aais.org.sg/publications/singapore-aviation-industry-directory/","Airlines","aviation companies Singapore","2025-07-18T09:14:47.683Z"
"BOC Aviation",,"https://www.bocaviation.com/","Airlines","aviation companies Singapore","2025-07-18T09:14:50.228Z"
"Top 100 Aviation Companies in Singapore 2025",,"https://ensun.io/search/aviation/singapore","Airlines","aviation companies Singapore","2025-07-18T09:14:58.715Z"
"Aerospace",,"https://www.stengg.com/en/aerospace/","Airlines","aviation companies Singapore","2025-07-18T09:15:01.427Z"
"Top Aerospace and defence Companies in Singapore",,"https://www.glassdoor.sg/Explore/top-aerospace-and-defence-companies-singapore_IS.4,25_ISEC10002_IL.36,45_IM1123.htm","Airlines","aviation companies Singapore","2025-07-18T09:15:09.815Z"
"Singapore",,"https://www.collinsaerospace.com/who-we-are/about-us/global/asia/singapore","Airlines","aviation companies Singapore","2025-07-18T09:15:18.145Z"
"Singapore - Private Jet Charter FBO Staffing","aog@jetaviation.com","https://www.jetaviation.com/location/singapore/","Airlines","aviation companies Singapore","2025-07-18T09:15:20.381Z"
"Singapore - Private Jet Charter FBO Staffing","khansinfbo@jetaviation.com","https://www.jetaviation.com/location/singapore/","Airlines","aviation companies Singapore","2025-07-18T09:15:20.381Z"
"Singapore - Private Jet Charter FBO Staffing","grantjsin@jetaviation.com","https://www.jetaviation.com/location/singapore/","Airlines","aviation companies Singapore","2025-07-18T09:15:20.381Z"
"Singapore Aerospace Manufacturing SAM",,"https://www.sam.sg/","Airlines","aviation companies Singapore","2025-07-18T09:15:23.144Z"
"FBO  Ground Handling -Seletar Airport  Singapore WSSL",,"https://www.universalaviation.aero/locations/singapore/wssl/","Airlines","aviation companies Singapore","2025-07-18T09:15:27.547Z"
"Airbus in Singapore",,"https://www.airbus.com/en/about-us/our-worldwide-presence/airbus-in-asia-pacific/airbus-in-singapore","Airlines","aviation companies Singapore","2025-07-18T09:15:30.868Z"
"Singapore  Rolls-Royce",,"https://www.rolls-royce.com/country-sites/sea/our-locations/singapore.aspx","Airlines","aviation companies Singapore","2025-07-18T09:15:33.526Z"
"Local Emirates Offices  Help  Emirates Singapore",,"https://www.emirates.com/sg/english/help/offices/","Airlines","airline offices Singapore","2025-07-18T09:15:43.111Z"
"Singapore Airlines Ltd Locations - Headquarters  Offices",,"https://www.globaldata.com/company-profile/singapore-airlines-ltd/locations/","Airlines","airline offices Singapore","2025-07-18T09:15:46.061Z"
"Branches And Offices","sin@xiamenair.com","https://www.xiamenair.com/en-sg/article-detail?articleLink=/cms-i18n-ow/cms-en-sg/channels/11122.json","Airlines","airline offices Singapore","2025-07-18T09:15:52.424Z"
"Branches And Offices","zhz@xiamenair.comlongyan","https://www.xiamenair.com/en-sg/article-detail?articleLink=/cms-i18n-ow/cms-en-sg/channels/11122.json","Airlines","airline offices Singapore","2025-07-18T09:15:52.424Z"
"Branches And Offices","pek@xiamenair.comfax","https://www.xiamenair.com/en-sg/article-detail?articleLink=/cms-i18n-ow/cms-en-sg/channels/11122.json","Airlines","airline offices Singapore","2025-07-18T09:15:52.424Z"
